x,y
79.86908521380188,197.35898045128752
16.38785935629945,43.56171991877064
48.74401062101259,126.58479292876886
40.638662874356335,98.15880994468876
78.48294546912793,212.04605100025768
85.9210811320713,199.99866730401004
57.704206402107104,144.8127541880493
36.79385427264171,93.82767302561754
20.618485060766623,42.1974209780788
62.30829152008299,156.74318454049762
27.007416587556598,75.77233801799073
70.13100825151822,193.63037061049323
54.97626352673214,131.49572988796461
66.87662842218295,172.20764404786487
6.5930924771304245,24.137183740175033
43.771218595505616,103.40548484084107
95.35453931267995,263.58769053750024
47.60492421155262,119.15549738466156
44.313718414071424,122.69149730984998
20.069352429694643,69.88781035029794
32.40476317258418,102.44571959247713
34.39387725249418,85.68991790459728
99.09396478988825,249.75695028902328
30.3450101969714,79.56859307516906
13.404439276755687,33.3900575923482
80.3620301907927,206.53542728541447
3.0791337834629173,7.446925759852555
96.77636781825063,249.29327214785928
68.84313301053147,171.84593464756682
46.18106399379229,128.1009100587093
97.16378909174341,253.4693251324322
0.6962003407356199,11.177803168244427
91.0143673902677,214.58842817168787
78.87879339061988,181.3804234498733
46.86001972059361,129.35626489417123
36.10351126239063,95.19660421782791
67.68949499242427,165.49331221418015
40.250626940962434,105.3904001038964
94.61999338081453,255.1378128815043
52.15660197479984,132.0860169103653
41.1535529408524,125.05798772925783
52.58879696841732,128.97064142844098
54.69794423514408,141.79567485393537
70.35403501603328,185.10378058433693
77.18831678869574,212.4310484239028
75.04643900247493,201.37407590065072
63.37083523759689,169.72082615808822
14.856664609193304,41.98145112394069
87.41683227272755,211.22588417945516
82.23116132392154,196.5744192707731
42.507189661727395,110.19289363790112
46.00509293962437,98.95040579842438
54.08725093704726,159.16525810014878
50.172457858720165,138.02293574893125
12.981329741259028,22.490463784612484
31.464952076331677,80.47114243298442
27.37039036508375,54.58565621302779
65.35331448661205,169.96001279059965
28.008959004790167,67.12641239057561
87.85399894404127,221.2277004605391
49.84222017467522,129.19134146527776
78.4670090095359,185.57958598490995
78.44953594489816,214.82112390816462
26.528027101403218,84.15186178268623
12.938256656448498,43.18856019366414
6.028027541832815,17.134591259339153
55.964717339851056,144.04654431395988
28.98253754998339,75.9303227079978
72.03864514068583,174.70572928939325
98.69711821979439,258.8904612800817
27.012001585711698,54.28890867526678
85.2676069703659,226.0434115532692
71.50033240249279,178.38462944965065
94.50933536249264,242.87903668712596
62.49397142516915,170.15726663277087
27.887514196413456,59.52310291101903
52.06824721140353,112.45565557939747
67.86590123744779,175.7096754600838
68.60702753960665,188.2516162423257
41.86840821277309,109.18981997677142
26.27077684940733,58.517215595978996
80.14282002309835,225.18251090216134
93.32251549651697,234.35918254108526
84.89747651944619,214.21136154884292
76.41393274130152,184.64825257615996
57.52864155419552,173.83009002055402
31.90067261506979,70.15818755172329
20.912817951675667,61.777435493550385
8.586242722276872,25.045228409443595
2.260136411119651,7.96780862330173
10.927827923765133,30.014545428277998
26.801001707555294,50.615123851485635
78.31701490758898,199.65091434763818
2.9263086548989126,-0.6989616279027047
9.2119014499921,25.111894199519785
52.19999796633004,142.11311470764778
9.466101477514322,19.474390675947177
76.52973766874753,213.9330801445575
20.79145145220772,43.10176307585116
13.247535787849241,29.89003774696218
66.26710471066393,174.8573178445449
53.50316924802488,112.64688203034632
48.144481095914024,135.9239988327979
60.46994735406599,163.78271005672798
64.65800669387171,176.14717385609777
13.901836096105413,33.5827689264081
40.150519139715065,98.22020958370005
14.867657984031569,40.305711335748896
9.360933093670642,28.47575586470089
26.84068484702211,65.0958602728988
52.93907777244418,137.66274680879957
68.52581858283985,167.4688078946109
43.55415306251263,104.92867268041019
32.581301416033085,95.6317679996636
23.310092144233387,63.70160165465954
1.7374658620398775,12.371439216045015
4.397508000562011,-1.9004372248988481
51.65729794529126,121.3085770196013
4.899135767317631,2.8703946354915715
38.84489537283462,101.84701121899967
22.078288519884325,63.702825963733474
19.394901542739074,45.831153227969246
57.361019720513696,158.64793201544094
30.11808394111133,62.5178480918387
63.282370907320825,169.62503923140855
16.56079888718741,58.4933417085436
72.18408951350536,179.52276965210814
79.27248523988864,218.5607752108767
61.262033133090824,152.05140136492506
53.94768726941636,131.45514028709053
60.891578394713655,153.22970767720773
89.77669743201926,234.51629590319843
26.7187547104592,64.57136184333439
4.8576786722936856,7.313260852563655
50.76365295216429,119.91901509253694
72.89983837301297,177.3628342387513
30.56258245577289,85.53403450328543
68.44987251608009,173.34729503584427
19.807104395494,62.94487146260224
96.42640967849813,246.0544540994271
63.15399209294306,158.39756869399255
77.52739393036244,196.98376427076644
35.60625448132997,108.97717739617775
