feature_1,feature_2,feature_3,feature_4,feature_5,y
-1.254598811526375,4.507143064099161,2.3199394181140507,0.986584841970366,-3.439813595575635,0
-3.4400547966379733,-4.419163878318005,3.6617614577493516,1.0111501174320878,2.0807257779604544,1
-4.7941550570419755,4.699098521619943,3.324426408004218,-2.8766088932172384,-3.181750327928994,0
-3.165954901465662,-1.9575775704046228,0.24756431632237863,-0.6805498135788426,-2.0877085980195806,0
1.118528947223795,-3.6050613934795814,-2.0785535146478185,-1.336381567063083,-0.43930015782964027,1
2.8517596139301364,-3.003262178416403,0.14234438413611628,0.9241456886204249,-4.5354958728000225,1
1.0754485190143832,-3.294758763127085,-4.349484070147205,4.488855372533333,4.656320330745594,1
3.0839734811646107,-1.9538623082662934,-4.023278859936161,1.8423302651215687,-0.5984750626039865,1
-3.7796176515522117,-0.048230898887298146,-4.656114788847816,4.093204020787821,-2.412200183999831,1
1.6252228435398202,-1.8828892391058902,0.20068021177810813,0.4671027934327965,-3.1514554447447294,1
4.695846277645586,2.7513282336111455,4.394989415641891,3.9482735042764876,0.9789997881108512,1
4.218742350231167,-4.115074979480805,-3.040171375808548,-4.54772711089462,-1.7466966923673564,0
-1.1132271031051797,-2.286509682261041,3.2873750915192943,-1.432466733064107,-2.1906549031261924,1
0.4269608315824849,-3.5907577502523735,3.0219698075403976,-4.254493563202292,4.868869366005173,0
2.7224476929665737,-3.012843184658276,-4.944778828763976,3.154614284548341,2.0685734384761716,1
2.2900716804098735,2.712703466859457,-4.259553482659096,-1.4153427145572737,-3.841309404748703,0
3.6310342587559354,1.2329812682755792,-1.6910197514735081,-4.364416497139763,-1.890176782843378,0
-1.7481667797325295,2.2960617833806403,1.3755747135521315,3.8721274257632654,-0.27785074838050683,1
-3.804057540616983,2.1324478722299496,2.6078504861689744,0.6127719756949626,2.7096717995456103,0
-0.06204403635609257,0.2273282938199408,-0.7245898164145039,-4.745808732559048,-3.9210857300669555,0
-4.685708143132658,1.3641041126378042,-1.856440189236733,0.08570691164702815,4.0756647392609295,0
-2.5070777085112503,-0.8961707696437031,2.5555113854304867,-2.7120183450837754,-4.23020090171207,0
-2.1024854708623195,-3.387787127459956,4.29697652342573,3.0812037956441696,1.3340375651042349,1
3.714605901877178,3.0367207689911453,-3.134299411139642,3.925589984899778,0.393422419156507,1
3.0744015516406247,3.9609129992349317,-1.8199652502813612,-3.8994807547232324,-2.720648374580583,0
-0.7289221137374371,3.1801476592249305,3.6073058325634335,-4.930478694688093,0.10747302577565776,0
-0.8258899685122101,-2.7789218952926973,-3.8013463266631717,-1.6238482859637204,4.4290970391251925,0
-1.7679706797924477,0.1879062174336612,2.030189588951778,-1.3637039762070602,4.717820827209607,0
4.624472949421111,-2.4821770417463584,-0.02751494107614505,-1.9912169018323036,-2.151595056225324,1
-4.6311305264546725,1.0956433397989684,0.0267902322886151,-4.485212487500107,-2.2135353576338854,0
4.082658859666537,-2.604381093330276,-3.551051279087769,-0.10547239722436963,4.856504541106007,1
-2.5794472848849956,1.721355474058786,2.6161961532871754,-2.6236245600760033,2.2821634861185958,0
-1.322168672807468,1.3230583059357945,1.3352971076089473,0.357746840747585,-4.097102299455917,0
3.35302495589238,-1.7921993502826417,-3.1348148960014575,-4.592248584452361,0.9089294318824184,0
1.7756436184228246,-4.834121710721439,0.12093058299281001,-2.7350422480206205,1.4517279040944988,0
-3.2563357099500854,1.90937738102466,-1.132646536994626,4.367299887367345,-3.6247905585400675,1
-1.589336489497415,-3.8652647875941093,4.246936182785628,3.7733935338098092,-2.420583722848444,1
1.59984046034179,3.172222002012159,0.5520081159946235,0.29650578356006463,-2.581477090995483,0
-4.068972321941008,3.972157579533267,4.004180571633304,1.3310145727326796,-1.609702089512993,0
-1.507904253873391,2.259556788702394,3.9711025995257714,3.870864242651173,2.798755458576238,1
1.4203164615428774,-4.158600350049512,-3.3837128590538623,3.985541885270793,1.0642905965958995,1
-4.908029483833704,-3.9852845713396787,1.6350176910805576,-4.949384161537813,-3.3919194858250137,0
0.48733789366586144,1.918951976926932,1.5196125950260058,-2.757306905394402,2.1217922134753584,0
-2.6275091250319993,-1.7460030184073227,2.4649140511802416,1.496328990472147,3.4922341049417795,1
1.5761289230034334,0.6830860333547157,-4.063252321719075,-1.3228419694056646,-2.3479763231827455,0
-2.5601035662091642,4.730105547524456,-1.069022753332396,3.9204655517711338,1.311386259972629,0
2.948113035416484,0.0263709310519209,0.7690388462635909,-0.07482306181136078,-3.047570122019555,1
2.2245211526150532,-2.192276375591442,-4.756840335685462,1.4547229590716784,-3.2288932059295106,1
4.4045858435291425,4.539285770025874,4.148643902204485,-1.2984129974455563,-4.845433834711326,1
4.283185625877254,-0.7181585168268567,4.666548190436696,4.636199770892528,3.5300945546736013,1
-2.055511079304143,-1.1490227139807474,3.5113667151685686,-1.8307799484372236,-3.305072533139075,0
0.5680126245835018,4.36154774160781,1.9602979667497298,0.7006117008936492,-4.028235062292315,0
1.1500722669916978,4.900538501042632,-3.59915984763476,0.1832965236373676,3.7737307192795537,0
2.407686177542044,1.9701574099526802,2.024840839871093,-1.4050884878024483,-2.0640815573550664,0
3.093611554785136,3.1011339467918084,3.6707231858010374,4.132405525564714,0.11342398860937841,1
0.015162946871996041,2.9829517896677515,1.4996393077776515,2.0196687725770337,2.95792669436101,0
3.9000534181756628,-1.620048431484642,-1.24417047360056,-4.06018060159131,0.7828014099617402,0
-4.640577262032579,-0.3440198186753989,0.4264463470757658,-2.134587478717156,0.9083326056901075,0
-4.694997500609506,-4.626518112507856,3.2260056065965834,-1.3980935858873709,-3.7293948734811524,1
0.2224326005480437,2.6999355309861084,-2.8417897250315685,1.2289047581900023,-4.14652535006232,1
-4.483182788313923,0.3135463156814797,0.40635121610106495,1.374299014982066,2.260913337226615,0
4.758520794625346,0.1630034830119529,-1.7704352705875404,2.9518619476870365,-2.291677487379258,1
-0.6102857929436389,-4.215436186577341,-4.746492565845425,4.6264841467792515,3.359801205122059,1
1.9597420609369802,-0.9104705558573016,-3.2670567992915425,-3.4356295732891393,-2.497571018354047,0
0.4922666470612045,2.145959227000623,1.6019737671773129,-2.2006610305405716,4.5486528066319405,0
2.3789691669576847,0.5435405251140066,1.1172074623435222,-0.8039993757221007,-2.5226901049884254,1
-1.4402732134873841,2.578461104643691,-4.856065113702441,-3.8392735949308374,-4.5399735797824725,0
-4.592711976810299,3.5546058401100726,2.036578593800237,-0.2582617091267476,-4.021658393489985,0
-0.08384124883167665,-0.2652822921943434,-3.267981300899848,-0.6614835076202699,-1.0149526560262654,0
1.1585009805221649,1.3509365086764378,-4.546959902279555,-1.2538738537352878,1.2585991571423634,0
0.03136258580087681,3.564898411883222,1.5869363161894503,-3.370655729185703,-4.294312525995702,0
1.4241927820631561,-4.734886894583782,0.8577558127346325,4.402302414249576,0.75474177875879,1
-1.118300737934781,1.4328821844235318,-0.41747109508483327,0.4561678931593498,4.414648087765251,0
-1.1389736219922577,4.611905638239142,4.053506419560637,-3.0420886521070356,-4.3063869912483455,0
-3.9922199862257335,-4.8177817434845025,-4.055570392440716,1.8300677341635687,-4.28811351539771,1
-1.8102436970623872,3.448753109694545,-4.767280642641741,3.1446848258893585,-2.1814522522660007,0
-3.8183517237834375,1.9673716536415062,1.2894284677988397,3.7747201352705293,2.350710438038858,1
3.034809303848485,-2.179654274286935,-3.225604562202772,2.506147516408584,3.0683473926726403,1
4.905051420006734,-0.8738232308857352,-1.279819142072168,2.764129607419968,-1.5919645974698216,1
4.3075732560356474,3.584127518430119,-0.710059726249817,2.5087106779149737,2.5454287408468232,0
-3.968761311640674,4.0255290667956665,0.05252372447857123,3.2645746610774165,-1.7995039896938825,0
3.9552322849620047,-1.107983212658369,-4.891623485197016,4.053819764192637,-4.087133232138664,1
-1.8068636240958513,4.5006196705080495,4.506071469375561,0.7343788812328613,1.3183721216979922,0
-0.5155447802168025,-2.0678922830193547,-1.7133545463008404,1.7251845607703844,2.5237452943768,1
2.915790437258485,2.896181427945539,-4.087938969513097,-0.05579695297418574,-4.424412399833557,0
0.4952888232373551,-0.5846949862662303,3.877041827582998,-1.4908498744792134,-3.829329835723941,1
